name
"CENTRO DE EVENTOS ROYAL CENTER S.A.S,"
"CENTRO MAYOR CENTRO COMERCIAL P H,"
"CEPEDA JOSE MIGUEL,"
"CERVANTES SALCEDO MARIA ALEXANDRA,"
"CERVECERIA LA REAL ARTESANAL SAS,"
"CESAR ALBEIRO AYALA RODRIGUEZ,"
"CESAR ANDRES PINZON MACH,"
"CESAR AUGUSTO TOVAR BAHAMON,"
"CHAMAN MUSIC SC,"
"CHAO PESCAO SAS,"
"CHATOBAND PRODUCCIONES SAS,"
"CHRISTIAN LOTERO SALAZAR,"
"CHRISTOPHER SEAN COE,"
"CICATRIZ S A S,"
"CIDONY SA,"
"CINCEL SAS,"
"CINDY YURANI BELLO GONZALEZ,"
"CIPE CONSTRUCCIONES Y PROYECTOS ESTRATEGICOS SAS,"
"CIRCUITO NARANJA SAS,"
"CIRION TECHNOLOGIES COLOMBIA SAS,"
"CL SMART PRODUCTIONS SAS,"
"CLAPS ENTRETENIMIENTO SAS,"
"CLARA ISABEL FÄßLER,"
"CLARALUNA TALLER ARTISTICO LTDA,"
"CLARK REDER ENGINEERING INC,"
"CLASSIC FIT SAS,"
"CLICK CAT SAS,"
"CLICK CLACK HOTEL,"
"CLICTAG DIGITAL SAS,"
"CLUB CAMPESTRE ALTOS DEL CHICALA,"
"COCODRILO SAS,"
"COCOON MUSIC EVENT GMBH,"
"COCTELERIA ARTESANAL SAS,"
"COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,"
"COLGAS SA ESP,"
"COLISEO LIVE SAS,"
"COLO COFFEE SAS,"
"COLOMBIANA DE ESCENARIOS SAS,"
"COLOMBO GAS SAS E.S.P.,"
"COLPLAY S A S,"
"COMAS PRODUCCIONES LOGISTICA Y EVENTOS S.A.S,"
"COMERCIALIZADORA ACTIVA GC SAS,"
"COMERCIALIZADORA DE FRUTAS Y LEGUMBRES SAS,"
"COMERCIALIZADORA DE HIELOS IGLU SA,"
"COMERCIALIZADORA MASS,"
"COMPAÑIA ASEGURADORA DE FIANZAS SA,"
"COMPAÑIA COLOMBIANA DE TABACO S A S,"
"COMPAÑIA HOTELERA CARTAGENA DE INDIAS,"
"COMPAÑIA MUNDIAL DE SEGUROS S A,"
"COMPONENTES DE COLOMBIA SAS,"
"COMSEG TELECOMUNICACIONES SEGURAS SAS,"
"CONCESIONARIO SENCIA S.A.S,"
"CONECTAR PRODUCCIONES SAS,"
"CONIX S.A.S,"
"CONNECTION GROUP SAS,"
"CONSERVATION INTERNATIONAL FOUNDATION,"
"CONSORCIO FTP,"
"CONSORCIO PARQUEADEROS DISTRITALES,"
"CONSTELACION NARANJO TERCERO,"
"CONSTRUCTORA JIMENEZ RODRIGUEZ JIMROD SAS,"
"CONSTRUESTRUCTURAS SM SAS,"
"CONSULTORIARTE SAS,"
"CONTACTO AUDIO VISUAL SAS,"
"CONTROL LUMINICO ELECTRONICO S.A.S,"
"COOKING 3ROTHERS SAS,"
"COOPERATIVA DE DESARROLLO Y EMPLEO SOCIAL,"
"COOPERATIVA DE TRABAJO ASOCIADO SEJARPI,"
"COOPERATIVA DE TRABAJO ASOCIADO ZONAS VERDES DE ANTIOQUIA,"
"COORSERPARK SAS,"
"CORFERIAS INVERSIONES SAS,"
"CORPORACION ALIANZAS SOSTENIBLES,"
"CORPORACION ARLEKIN ARTE Y RECREACION,"
"CORPORACION ATS ACCION TECNICA SOCIAL,"
"CORPORACIÓN DE EVENTOS, FERIAS Y ESPECTÁCULOS DE CALI - CORFECALI.,"
"CORPORACION DE FERIAS Y EXPOSICIONES SA,"
"CORPORACION DE MAR Y RIO,"
"CORPORACION LATIN LATAS,"
"CORPORACION MALOKA DE CIENCIA Y TECNOLOGIA E INNOVA,"
"CORPORACION MARATON INTERNACIONAL DE MEDELLIN CSAL,"
"CORPORACIÓN MARMAZ S.A.S,"
"CORPORACION MUSEO DE ARTE MODERNO DE MEDELLIN,"
"CORPORACION OPCION COLECTIVA,"
"CORPORACION OPCION COLECTIVA,"
"CORPORACION SOCIAL Y CULTURAL PAZOSFERA,"
"CORPORACION SOCORRISTAS GRUPO DEAPOYO,"
"CORREA SULLIVAN ALEJANDRO,"
"CREACTIVA COLOMBIA SAS,"
"CREARE DISEÑO SAS,"
"CREATIVE ARTISTS AGENCY,"
"CREATIVIDAD EN ACCION SAS,"
"CREATIVO DOS PRODUCCION SAS,"
"CREPES Y WAFFLES SA,"
"CRISTIAN CAMILO HERRERA GRAJALES,"
"CRISTIAN DAVID QUIROGA DAZA,"
"Criteria Entertainment Inc,"
"CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,"
"CRUZ ROJA COLOMBIANA SECCIONAL ATLANTICO,"
"CRUZ ROJA COLOMBIANA SECCIONAL CALDAS,"
"CRUZ ROJA COLOMBIANA SECCIONAL MAGDALENA,"
"CRUZ ROJA COLOMBIANA SECCIONAL TOLIMA,"
"CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA,"
"CUATROROJAS PRODUCCIONES SAS,"
"CUERPO DE BOMBEROS VOLUNTARIOS DE SANTA MARTA,"
"CUERPO DE BOMBEROS VOLUNTARIOS DEFLORIDABLANCA,"
"CUERPO DE BOMBEROS VOLUNTARIOS DEL MUNICIPIO DE ENVIGADO,"
"CUZA AGENCY,"
"CYBERSAFE SAS,"
"CYC INGARQ S.A.S,"
"D GROUPE SAS,"
"D'LOUNGE,"
"DAAECO SAS,"
"DALIZCAMI SAS,"
"DAME PRODUCCIONES SPA,"
"DANIEL ALFONSO ROPERO RODRIGUEZ,"
"DANIEL ALZATE SAS,"
"DANIEL FELIPE CORREA SOCHA,"
"DANIEL FRANCISCO JURADO MORENO,"
"DANIEL HEREDIA VIDAL,"
"DANIEL MEZQUITA HARDY,"
"DANIEL MONTES VALENCIA,"
"DANIEL RICARDO SUAREZ CABEZA,"
"DANIELA ALEJANDRA GOMEZ RODRIGUEZ,"
"DANIELA RESTREPO CEBALLOS,"
"DANIELA SANTAMARIA,"
"DANN CARLTON BUCARAMANGA,"
"DANNY ALEXANDER CLAROS CEDIEL,"
"DATALAFT SAS,"
"DATE PRODUCCIONES SAS,"
"DAVID MANUEL TELLEZ JIMENEZ,"
"DAVID SUMMERS RODRIGUEZ,"
"DC PRODUCCIONES SAS,"
"DE LA PIÑA SAS,"
"DE TODO MI GUSTO SAS,"
"DEARNEYIT YULIE RODRIGUEZ MURCIA,"
"DEEP SOUND SAS,"
"DELTA PROJECTS SAS,"
"DENIS DE GALDO TROYANO,"
"DENOMINACION ORIGEN SAS,"
"DENYS ADRIIANOV,"
"DEPARTAMENTO DE SANTANDER,"
"DEPORTE Y TRANSFORMACION SOCIAL SAS,"
"DEPOSITO DE BRAZALETES S A S,"
"DESARROLLO SETENTA SAS,"
"DG EXPERIENCE INC,"
"DGS SAS,"
"DHL EXPRESS COLOMBIA LTDA,"
"DIAFI SAS,"
"DIAGEO COLOMBIA S A,"
"DIAGONAL BOOKINGS LLC,"
"DIAMETER INTERNATIONAL GROUP LLC,"
"DIAMONDS WORLD TOUR, INC,"
"DIANA CAROLINA HURTADO MEDINA,"
"DIANA CAROLINA URRUTIA SANABRIA,"
"DIANA CONSTANZA HERNANDEZ ALVAREZ,"
"DIANA MARCELA MURCIA BAUTISTA,"
"DIANA PATRICIA CRUZ,"
"DIANA PATRICIA LOPEZ MARTINEZ,"
"DICERMEX S A,"
"DIEGO ALEJANDRO ABRIL CORREA,"
"DIEGO ALEJANDRO FRESNEDA MORENO,"
"DIEGO MAURICIO ALZATE MARULANDA,"
"DIEGO MAURICIO CRUZ RODRIGUEZ,"
"DIESIS SRL,"
"DIGITAL PRINTING SAS,"
"DIMELO JARA COMPANY SAS,"
"DINAMIC MEDIA S A S,"
"DINAMO CONSULTING,"
"DIPLOMANT WYNDHAM BOGOTA,"
"DIPTONGO SAS,"
"DIRI SOLUCIOES TECNICAS SAS,"
"DISCOVERY ENTERPRISE BUSINESS SAS,"
"DISCURRAMBA S.A.S,"
"DISEÑO DESARROLLO DE EVENTOS SAS,"
"DISEÑO Y TECNICAS INDUSTRIALES SAS,"
"DISONANTE SAS,"
"DISPAPELES SAS,"
"DISPORTAL SAS,"
"DISTRIBUCIONES CLICK SAS,"
"DISTRIBUIDORA COLOMBIANA DE SOTFWARE SAS,"
"DISTRIBUIDORA DE VINOS Y LICORES S A,"
"DISTRIBUIDORA TROPICANA SAS,"
"DISTRITO ESPECIAL DE CIENCIA, TECNOLOGIA E INNOVACION DE MEDELLIN,"
"DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIA,"
"DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,"
"DISTRITO TURISTICO Y CULTURAL DECARTAGENA DE INDIAS,"
"DIVINO NIÑO MARKETING Y PRODUCCION SAS,"
"DIZAYN EVENTOS Y PRODUCCIONES SAS,"
"DLK IMPORTACIONES SAS,"
"DOBLE JOTA TALLER CREATIVO SAS,"
"DOBLEFECTO SAS,"
"DOCUSIGN INC,"
"DON CORLEONE,"
"DR BACKLINE SAS,"
"DREAMERS BUSINESS STUDIO SAS,"
"DROP BOX INC,"
"DUALLSTUDIO SAS,"
"DUARTE TOVAR MILLER GIOVANNI,"
"DYNAMICS AUDIO VIDEO E ILUMINACION SAS,"
"E-MOTION GLOBAL S.A.S,"
"E.P.A. BARRANQUILLA VERDE,"
"E&D ESTRATEGIAS Y DESARROLLO SAS,"
"EASY TAXI COLOMBIA SAS,"
"EAT CLOUD SAS BIC,"
"ECHEVERRI JARAMILLO SUSANA,"
"ECO ASEO 360 SAS,"
"ECONTAINERS S.A.S,"
"EDGARDO JOSE GUTIERREZ DE PIÑEREZ GUTIERREZ,"
"EDICIONES P&M SAS,"
"EDIFICIO ATRIO - PROPIEDAD HORIZONTAL,"
"EDIFICIO CENTRO EMPRESARIAL 99,"
"EDIFICIO MIRADOR DE SANTA MARIA,"
"EDILSON RODRIGUEZ CARDENAS,"
"EDITORA ACTUALICESE.COM LTDA,"
"EDUARDO JOSE MONTAÑEZ SANCHEZ,"
"EDWIN FERNANDO COGOLLO GOMEZ,"
"EE HOLDING BV,"
"EFECTIMEDIOS SA,"
"EFECTO VINILO S.A.S.,"
"EFICIENCIA ENERGETICA OBRAS ELECTRICAS E ILUMINACIONES SAS,"
"EFM USA INC,"
"EL CAÑON PRODUCCION SAS,"
"EL DOG X SAS,"
"EL LECHON.COM SAS,"
"EL PARCHES SAS,"
"EL TALLER DISEÑO EFIMERO SAS,"
"EL TEXTILERO SAS,"
"ELECTRICO COMUNICACION 2021, SLU,"
"ELECTROEXPRESS EN MOVIMIENTO 24/7 SAS,"
"ELENA GIRALDO CONTRERAS,"
"ELEVATE RECORDS S.A.S.,"
"ELLEN FRAATZ,"
"EMBLUE COLOMBIA SAS,"
"EMEPE SAS,"
"EMFASIS COMUNICACION VISUAL LTDA,"
"EMILIANO TORRES QUINTERO,"
"EMPRESA DE SERVICIOS RECREATIVOS SAS,"
"EMPRESA DE TRANSPORTE MASIVO DEL VALLE DE ABURRA LTDA,"
"EMPRESA METROPOLITANA DE ASEO SAS,"
"EMPRESAS PUBLICAS DE MEDELLIN,"
"EMPRESAS VARIAS DE MEDELLIN SAS ESP,"
"ENCODE TALENT GMBH,"
"ENDIRECTO SAS,"
"ENMEDIO COMUNICACION DIGITAL SAS,"
"ENTER EVENTOS SAS,"
"ENVATO,"
"EPICA MEDIA SAS,"
"EPICENTRO CORP SAS,"
"EQUIPOS ATLAS SAS,"
"EQUIPOS Y BIENES SION SAS,"
"EQUIVER S.A.S,"
"ES UN HECHO PRODUCCIONES SRL,"
"ESCADA FINANCIAL CORP SUCURSAL COLOMBIA,"
"ESCALADA OUTDOORS Y ALTURAS SA,"
"ESCOBAR Y ARIAS S.A.S,"
"ESCUELA DE GASTRONOMIA DG SAS,"
"ESPACIO KB SAS,"
"ESPACIOS MOVILES SAS,"
"ESPADES GESTION DEL RIESGO PARA EMERGENCIAS Y DESASTRES SA,"
"ESPECIALISTAS EN CAD,"
"ESTABLECIMIENTO PUBLICO AMBIENTAL BARRANQUILLA VERDE,"
"ESTEBAN GONZALEZ ORTEGA,"
"ESTIBAS FALCON,"
"ESTIVALIX ALVAREZ REINA,"
"ESTIVEL ALDEMAR SANCHEZ ERAZO,"
"ESTRUCTURA CREATIVA SAS,"
"ESTUDIO LEGAL ABOGADOS Y CONSULTORES,"
"ET Butterfly Records,"
"EUROVENTURE BUSINESS INC SUC COLOMBIA,"
"EV BACKLINES SAS,"
"EVENTOS MEDICOS SALUD SAS,"
"EVENTOS Y PRODUCCIONES COLOMBIA S.A.S,"
"EVENTS PRODUCCIONES SAS,"
"EVENTY EVENT PLANNERS SAS,"
"EVENTY FURNITURE-RENTAL SAS,"
"EVERYPLACE SAS,"
"EXPERIENCIAS EPICAS S.A.S,"
"EXPERIENCIAS KALMA SAS,"
"EXPERIENCIAS VR S A S,"
"EXPRESS COMUNICACIONES ESTRATEGICAS,"
"F Y S INVERSIONES Y CIA S EN C,"
"FABERPOL SAS,"
"FABIAN LEONARDO ROMERO JIMENEZ,"
"FABRIC LIFE LTD,"
"FACTCIL SAS,"
"FALSO IDOLO SAS,"
"FAMOCO S.A.S,"
"FANTASIA DEL AGUA SAS,"
"FANTASMA JAZZ SAS,"
"FARFFANN OSORNO LUISA FERNANDA,"
"FAUSTO ALFONSO TORRES GRAJALES,"
"FDL COMUNICACION PUBLICITARIA SAS,"
"FELIPE AYERBE MUÑOZ,"
"FENDITEX,"
"FENIX LOGISTICA Y EVENTOS SAS,"
"FERIAS Y EVENTOS S A EN REORGANIZACION,"
"FERNANDO A GARCIA Y CIA SCA,"
"FERNANDO BARAJAS CARBONELL,"
"FERVENZA EFFERRANDO NICOLAS EDUARDO, ORTIZ VOLONTERIO MAURICIO Y OTROS,"
"FESANCHO,"
"FIDECOMISO G H BOGOTA - FIDUBOGOTA,"
"FINANCIAL & TAX CONSULTI,"
"FINANCIAL AND TAX CONSULTING,"
"FIONA BEESON,"
"FIRM HOLDINGS SAS,"
"FLAKK TEAM SL,"
"FLAPZ SAS,"
"FLE MEDELLIN SAS,"
"FLIA PRODUCCIONES SA,"
"FLIP THE PICKLE LTD,"
"FLOR DE OLIVO SAS,"
"FLOR MORADA S.A.S,"
"FLORESTA TOURING INC,"
"FLOW PM S.A.S,"
"FLYWORLD PRODUCTORA DE VIAJES SAS,"
"FOBA SAS,"
"FOG WATER COMPANY SAS,"
"FOLLAJES SAS,"
"FONDO INMO-NORTE SAS,"
"FONNETA COMUNICACIONES S.A.S,"
"FORK CATERING AND EVENT PLANNING SAS,"
"FORMAGRID INC DBA AIRTABLE,"
"FOTOPHOTO LTDA,"
"FRANCACHELA SAS,"
"FRANCISCO JAVIER DE MOLINA BURGOS,"
"FRANCO URREGO LUIS ARNULFO,"
"FREEPIK COMPANY SLU,"
"FREEWAY FCG COLOMBIA S.A.S.,"
"FRIENDS & PARTNERS SPA,"
"FRIENDS TOURING INC,"
"FRIOMIX DEL CAUCA SAS,"
"FRONTERAS FOOD SAS,"
"FROSCH COLOMBIA S A S,"
"FRUKO RECORDS SAS,"
"FRUTO ELEUTERIO MEJIA LOPEZ,"
"FULLARY S.A.,"
"FUNDACION AL VERDE VIVO,"
"FUNDACION AMIGOS DEL TEATRO MAYOR,"
"FUNDACION CAMARIN DEL CARMEN,"
"FUNDACION DE RECICLADORES AMBIENTALES RECICLAR,"
"FUNDACIÓN EL GOLERO,"
"FUNDACION EQUIPO SCOUT DE EMERGENCIA,"
"FUNDACION ESCENARIOS DE VIDA,"
"FUNDACION ESCUELA DE DANZAS MARLIO CORTES,"
"FUNDACION GIMNASIO MODERNO,"
"FUNDACION JARDIN BOTANICO ""JOAQUIN ANTONIO URIBE"" DE MEDELLIN,"
"FUNDACION JUGUEMOS EN EL BOSQUE,"
"FUNDACIÓN PARA EL DESARROLLOGESTIÓN Y DIFUSIÓN CULTURAL LLORONA,"
"FUNDACION PROFINT,"
"FUNDY TOURING PTY LTD,"
"FUTURA ARTISTS GMBH,"
"G.R.A. SOLUCIONES SAS,"
"G.S.P LOGISTICA Y EVENTOS SAS,"
"G+A GRAFICOS SAS,"
"G2 TECNOLOGIA SA,"
"G2 TECNOLOGIA SAS,"
"GABRIEL JULIAN SANABRIA PINTO,"
"GALIANO COMPANY SAS,"
"GANSO Y CASTOR SAS,"
"GASEOSAS COLOMBIANAS SAS,"
"GASEOSAS LUX SAS,"
"GASTROINVERSIONES VANEGAS SAS,"
"GEDNEY SA,"
"GENESIS PRODUCCIONES SAS,"
"GENESIS SOLUCIONES EMPRESARIALES SAS,"
"GENTE TECH SAS,"
"GEO FUTURO CDR,"
"GEOFLOORTEX SAS,"
"GERD JANSON,"
"GIOVANNI PAOLO GARCIA NIGRINIS,"
"GIOVANNY NOVELLA GARRIDO,"
"GLOBAL 360 PROUCCION & EVENTOS SAS,"
"GLOBAL EVENT CONNECT S.A.S.,"
"GLOBAL LOGYSTIC SAS,"
"GLOBAL MARKET INTERNATIONAL S.A.S,"
